country_code,country_name,wb_region,wb_income,isic_section_index,isic_section_name,industry_id,industry_name,2015,2016,2017,2018,2019
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,35,Motion Pictures & Film,0.057356608478803,0.0543209876543209,-0.0117647058823529,-0.0300925925925925,0.00236966824644557
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,36,Broadcast Media,0.0362569060773481,0.045760908123448,0.0267826086956521,-0.0131490222521915,-0.0251593425025159
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,81,Newspapers,0.0236869207003089,-0.012087912087912,0.0140515222482435,0.00347624565469284,-0.0196531791907514
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,82,Publishing,0.021117166212534,-0.0168185003503854,-0.0166787527193618,-0.0393419170243204,-0.00363901018922852
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,96,Information Technology & Services,0.217108017584257,0.152916241463223,0.104443250709845,0.0611408683632415,0.0280329799764429
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,103,Writing & Editing,0.129629629629629,0.0821917808219179,0.0347826086956521,0.0207468879668049,0.0155642023346302
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,109,Computer Games,0.162921348314606,0.17877094972067,0.0869565217391303,0.053475935828877,-0.00495049504950495
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,113,Online Media,0.0095087163232963,0.0278688524590164,0.0571870170015456,0.0728862973760933,0.00662251655629142
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,118,Computer & Network Security,0.19442165709598,0.134840218238503,0.119239209948792,0.0779132791327912,0.0359578425294482
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,119,Wireless,0.0425531914893617,0.350746268656716,0.109890109890109,0.0301507537688441,0.0353535353535352
ae,United Arab Emirates,Middle East & North Africa,High income,J,Information and communication,126,Media Production,0.0269926152279094,-0.0127064803049555,-0.0113023375288979,-0.00332906530089627,0.0012709710218608
ae,United Arab Emirates,Middle East & North Africa,High income,K,Financial and insurance activities,41,Banking,0.0754178288274438,0.0293938999522755,0.0224410894403765,0.0173496540713145,0.00634139218590301
ae,United Arab Emirates,Middle East & North Africa,High income,K,Financial and insurance activities,42,Insurance,0.0754471544715447,0.0620555914673561,0.0474222543651203,0.0248946388317161,0.0135996998686924
ae,United Arab Emirates,Middle East & North Africa,High income,K,Financial and insurance activities,43,Financial Services,0.123421435613351,0.0896655818121787,0.0630655586334256,0.0428641886741694,0.0180914001543341
ae,United Arab Emirates,Middle East & North Africa,High income,K,Financial and insurance activities,45,Investment Banking,0.0893470790378005,0.045045045045045,0.108411214953271,0.0354609929078013,-0.00862068965517237
ae,United Arab Emirates,Middle East & North Africa,High income,K,Financial and insurance activities,46,Investment Management,0.0197149643705463,0.0239492838694528,0.00885759709289124,0.0134444444444443,0.0112660944206008
ae,United Arab Emirates,Middle East & North Africa,High income,K,Financial and insurance activities,106,Venture Capital & Private Equity,0.0523917995444191,0.0596026490066226,0.00608519269776874,0.00878048780487805,0.0121608980355472
ae,United Arab Emirates,Middle East & North Africa,High income,K,Financial and insurance activities,129,Capital Markets,0.160535117056856,0.0694006309148265,0.0859872611464969,0.068111455108359,0.0884955752212388
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,9,Law Practice,0.124851367419738,0.0782089552238805,0.04524089306698,0.032165422171166,0.0315315315315314
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,10,Legal Services,0.0701320132013201,0.0758077879038938,0.043358297201419,0.0224249334853667,0.00762527233115473
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,11,Management Consulting,0.0906529665230362,0.0675272287212584,0.0522233315413562,0.0403724448970683,0.0307776113305189
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,12,Biotechnology,0.163194444444444,0.142691415313225,0.0937840785169028,0.0673575129533678,0.0137524557956778
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,16,Veterinary,0.0424242424242424,0.0628930817610062,0.0654761904761904,0.043956043956044,0.0256410256410255
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,47,Accounting,0.150358606557376,0.12981416644223,0.0821737988973483,0.0593368237347295,0.0180241843486197
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,50,Architecture & Planning,0.0835775080228826,0.0669593852908891,0.0307552556449519,0.00624063904143779,-0.00242865816636306
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,70,Research,0.254716981132075,0.186274509803921,0.103825136612021,0.0489060489060488,0.0554187192118227
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,76,Executive Office,0.0702096538274013,0.0667297681022243,0.0680089485458612,0.0536303630363035,0.0631857737419598
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,80,Marketing & Advertising,0.076783867631851,0.0499741066804764,0.019412601455945,0.00655093350802493,-0.00362661620939763
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,84,Information Services,0.0939112487100102,0.0491474423269808,0.0358180058083252,0.028116213683224,-8.97666068222613e-4
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,86,Environmental Services,0.0461707585196042,0.038517441860465,0.0199231038098566,0.01319350473613,-0.00359829898593389
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,97,Market Research,0.0264900662251654,-0.0258868648130392,-0.038728897715988,-0.0628115653040877,-0.0275510204081632
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,98,Public Relations & Communications,0.0428231562252181,-0.0123934934159566,0.00612088752869155,-0.00286532951289397,-0.00672494956287828
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,99,Design,0.0803059273422561,0.0292476754015216,0.00462886427508668,0.0110157135914465,0.0114653683053242
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,105,Professional Training & Coaching,0.025390625,0.0138339920948615,6.43915003219586e-4,0.018079800498753,0.0160332541567695
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,108,Translation & Localization,0.127090301003344,0.046875,0.140625,0.0593220338983051,0.0445682451253481
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,110,Events Services,0.0511692984209475,0.0218818380743981,0.01992648481331,0.0135160155526754,0.0168539325842695
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,0.0480572597137014,0.0910997902307462,0.0361630401471038,0.0220588235294116,-0.012710611882944
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,0.096501079913607,0.0684430067251213,0.0351395730706074,0.0199823449161382,0.0061426016639452
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,136,Photography,0.0203045685279188,0,0.0256410256410255,-0.0024691358024691,-0.00484261501210658
ae,United Arab Emirates,Middle East & North Africa,High income,M,Professional scientific and technical activities,140,Graphic Design,0.0595744680851064,0.025369978858351,-0.0125523012552301,-0.00209205020920499,-0.0199600798403193
ae,United Arab Emirates,Middle East & North Africa,High income,R,"Arts, entertainment and recreation",28,Entertainment,0.0867069486404834,0.161773341162654,-0.012964348042882,-0.00300676522174891,0.00271470878578483
ae,United Arab Emirates,Middle East & North Africa,High income,R,"Arts, entertainment and recreation",33,Sports,0.0745454545454544,0.0335731414868105,0.0585798816568048,0.0427687113111987,-0.0269556025369979
ae,United Arab Emirates,Middle East & North Africa,High income,R,"Arts, entertainment and recreation",37,Museums & Institutions,0.0595238095238095,0.0710059171597632,0.145251396648044,0.146226415094339,0.109022556390977
ae,United Arab Emirates,Middle East & North Africa,High income,R,"Arts, entertainment and recreation",38,Fine Art,0.0569948186528497,0.0478723404255319,0.0691489361702126,0.0353535353535352,0.00921658986175111
ae,United Arab Emirates,Middle East & North Africa,High income,R,"Arts, entertainment and recreation",39,Performing Arts,0.172661870503597,0.225165562913907,0.0466321243523315,-0.0149253731343284,-0.0103092783505154
ae,United Arab Emirates,Middle East & North Africa,High income,R,"Arts, entertainment and recreation",111,Arts & Crafts,0.00248138957816368,0.0363636363636363,0.0225563909774435,0.0120192307692308,-0.00700934579439249
ae,United Arab Emirates,Middle East & North Africa,High income,R,"Arts, entertainment and recreation",115,Music,0.0997442455242967,0.0628140703517587,0.00715990453460624,0.0190930787589498,0.0545023696682465
ae,United Arab Emirates,Middle East & North Africa,High income,R,"Arts, entertainment and recreation",124,"Health, Wellness & Fitness",0.0802856524561783,0.0645368782161235,0.0388685388685388,0.0219864995178398,0.0110387260224393
ae,United Arab Emirates,Middle East & North Africa,High income,R,"Arts, entertainment and recreation",127,Animation,0.0862533692722371,0.0695187165775401,0.0767263427109974,0.0576036866359446,0.024742268041237
af,Afghanistan,South Asia,Low income,B,Mining and quarrying,57,Oil & Energy,-0.099630996309963,-0.0042918454935622,0.0930232558139534,0.0226244343891401,-0.0130434782608696
af,Afghanistan,South Asia,Low income,C,Manufacturing,15,Pharmaceuticals,0.0714285714285714,0.06,0.0947368421052632,0.041237113402061903,-0.0188679245283018
af,Afghanistan,South Asia,Low income,C,Manufacturing,23,Food Production,0.1,-0.0181818181818181,0.08,0.0185185185185186,0
af,Afghanistan,South Asia,Low income,C,Manufacturing,52,Aviation & Aerospace,0.0365853658536585,0,-0.0568181818181817,0.0326086956521738,0
af,Afghanistan,South Asia,Low income,C,Manufacturing,53,Automotive,-0.0205278592375366,-0.0118343195266271,0.0148809523809523,0.0147492625368732,0.0231884057971014
af,Afghanistan,South Asia,Low income,C,Manufacturing,55,Machinery,-0.126984126984126,-0.087719298245614,-0.087719298245614,-0.0357142857142857,-0.103448275862068
af,Afghanistan,South Asia,Low income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-0.105633802816901,-0.0151515151515151,-0.0857142857142857,-0.0814814814814814,-0.0530303030303029
af,Afghanistan,South Asia,Low income,J,Information and communication,4,Computer Software,0.00694444444444442,-0.00229357798165141,0.0115740740740741,0.0184331797235022,-0.00892857142857139
af,Afghanistan,South Asia,Low income,J,Information and communication,6,Internet,0,0.0222222222222221,-0.010752688172043,-0.0211640211640211,-0.00526315789473685
af,Afghanistan,South Asia,Low income,J,Information and communication,8,Telecommunications,-0.0571131879543094,-0.0466738197424893,-0.0254003313086692,-0.0133704735376044,-0.00995575221238942
af,Afghanistan,South Asia,Low income,J,Information and communication,36,Broadcast Media,-0.039855072463768,-0.0226415094339622,-0.0193050193050192,0.0077220077220077,-0.00381679389312972
af,Afghanistan,South Asia,Low income,J,Information and communication,96,Information Technology & Services,-0.0956591639871382,-0.0637945318972659,-0.0670529801324503,-0.0353833192923336,0.00170357751277672
af,Afghanistan,South Asia,Low income,J,Information and communication,103,Writing & Editing,-0.00267379679144386,0.00269541778975734,-0.0053333333333333,-0.0053333333333333,-0.00267379679144386
af,Afghanistan,South Asia,Low income,J,Information and communication,113,Online Media,-0.0967741935483871,-0.0833333333333333,-0.086206896551724,-0.0185185185185184,0.018181818181818
af,Afghanistan,South Asia,Low income,J,Information and communication,126,Media Production,-0.0769230769230768,-0.0792079207920791,-0.0208333333333333,0,0.0208333333333332
af,Afghanistan,South Asia,Low income,K,Financial and insurance activities,41,Banking,0.00752823086574649,-0.0188916876574307,-0.00128865979381442,-0.0038314176245211,0.00638569604086836
af,Afghanistan,South Asia,Low income,K,Financial and insurance activities,42,Insurance,-0.024390243902439,0.0266666666666666,0.0375,0.0389610389610388,0.0657894736842106
af,Afghanistan,South Asia,Low income,K,Financial and insurance activities,43,Financial Services,-0.0711610486891385,-0.0235294117647059,-0.0269230769230769,-0.0559701492537313,-0.0783582089552238
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,10,Legal Services,-0.0799999999999999,0.0147058823529411,-0.0266666666666666,-0.0657894736842105,-0.054054054054054
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,11,Management Consulting,-0.0656370656370656,-0.0475247524752475,-0.0443548387096773,0.00420168067226889,0.00201207243460754
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,47,Accounting,0,0.0166666666666666,-0.0241935483870967,0.0161290322580645,-0.0384615384615384
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,50,Architecture & Planning,-0.0298507462686566,0.015625,0.0153846153846153,0.0147058823529411,-0.0416666666666666
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,70,Research,-0.0637450199203187,-0.0622406639004149,-0.0042372881355932,0.00418410041840999,-0.0282258064516128
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,80,Marketing & Advertising,-0.0108459869848156,0.00444444444444447,-0.00224719101123593,0,-0.0110132158590308
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,86,Environmental Services,-0.0714285714285714,-0.0825688073394494,-0.0952380952380952,-0.0606060606060605,0
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,99,Design,-0.106666666666666,-0.0143884892086331,-0.0147058823529411,-0.0150375939849624,0.00757575757575756
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,105,Professional Training & Coaching,0,0.0224719101123596,0.0804597701149425,0.0804597701149425,0.0106382978723404
af,Afghanistan,South Asia,Low income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,-0.0318471337579617,0.0569620253164557,0.00584795321637421,0.0294117647058822,-0.0444444444444444
af,Afghanistan,South Asia,Low income,R,"Arts, entertainment and recreation",28,Entertainment,-0.0645161290322581,-0.0333333333333333,-0.05,-0.0491803278688525,-0.032258064516129
af,Afghanistan,South Asia,Low income,R,"Arts, entertainment and recreation",33,Sports,-0.0769230769230768,-0.0491803278688525,0,-0.0161290322580645,-0.0163934426229508
af,Afghanistan,South Asia,Low income,R,"Arts, entertainment and recreation",124,"Health, Wellness & Fitness",0.0360360360360361,-0.0267857142857143,0.0092592592592593,0.00917431192660545,0.00909090909090903
al,Albania,Europe & Central Asia,Upper middle income,B,Mining and quarrying,56,Mining & Metals,-0.075187969924812,-0.0396825396825396,0.0666666666666666,0.00775193798449613,0.00775193798449613
al,Albania,Europe & Central Asia,Upper middle income,B,Mining and quarrying,57,Oil & Energy,0.0075566750629723,-0.00998751560549315,-0.0145808019441069,-0.0134474327628362,-0.0179211469534049
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,15,Pharmaceuticals,-0.0614334470989761,-0.0145454545454545,-0.0106007067137808,-0.0142857142857142,0.0178571428571427
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,23,Food Production,0.135593220338983,0.0307692307692306,0.0476190476190476,0.0161290322580645,0
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,52,Aviation & Aerospace,-0.0909090909090909,-0.0793650793650794,-0.0666666666666666,0.0909090909090908,0.032258064516129
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,53,Automotive,0.0471698113207548,0.0382775119617224,0.042654028436019,0.0280373831775699,0.00896860986547087
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,54,Chemicals,-0.0327868852459016,0.0338983050847456,0.0166666666666666,0.0163934426229508,0.0317460317460318
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,55,Machinery,-0.0175438596491228,-0.0175438596491228,0.0754716981132075,0.0784313725490195,0.115384615384615
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-0.0578034682080924,0.0060606060606061,-0.0467836257309941,-0.0238095238095238,-0.0118343195266271
al,Albania,Europe & Central Asia,Upper middle income,C,Manufacturing,144,Renewables & Environment,0.0657894736842106,0,0.0114942528735633,-0.0326086956521739,-0.0439560439560439
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,4,Computer Software,-0.103092783505154,-0.0869565217391304,-0.0573333333333333,-0.0172872340425531,-0.0182291666666666
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,6,Internet,-0.0558375634517765,-0.0335051546391752,-0.047979797979798,-0.0399002493765585,-0.0317073170731707
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,8,Telecommunications,-0.116337673246535,-0.105122494432071,-0.112728980742132,-0.0806697108066971,-0.0469583778014941
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,36,Broadcast Media,-0.0605326876513316,-0.0507614213197969,-0.0448548812664907,-0.016,-0.0210526315789473
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,82,Publishing,0,0.0217391304347827,0.0434782608695651,0.0309278350515462,-0.00970873786407766
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,96,Information Technology & Services,-0.0941901408450703,-0.0802524797114517,-0.0300618921308576,-0.0233333333333333,-0.0333598093725179
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,113,Online Media,-0.0689655172413793,-0.0666666666666666,-0.114754098360655,0,-0.05
al,Albania,Europe & Central Asia,Upper middle income,J,Information and communication,126,Media Production,-0.1484375,-0.1875,-0.12396694214876,-0.109243697478991,-0.0272727272727272
al,Albania,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,41,Banking,-0.0885129819040125,-0.0855657736905237,-0.0699672667757773,-0.035487959442332,-0.00426985482493591
al,Albania,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,42,Insurance,-0.0378787878787878,0.0079365079365079,0.0118577075098813,0.0277777777777776,0.0265151515151516
al,Albania,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,43,Financial Services,-0.0613207547169811,-0.0706260032102729,-0.0694668820678513,-0.0564516129032257,-0.0080256821829856
al,Albania,Europe & Central Asia,Upper middle income,K,Financial and insurance activities,46,Investment Management,0.0219780219780219,0.053191489361702,0.0471698113207548,0.0173913043478259,-0.0578512396694215
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,9,Law Practice,-0.0769230769230768,-0.036144578313253,-0.074074074074074,-0.0493827160493827,-0.0253164556962025
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,10,Legal Services,0.0109090909090909,-0.0144404332129963,0.017921146953405,-0.0168918918918918,-0.00671140939597314
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,11,Management Consulting,-0.06265664160401,-0.12378640776699,-0.0997506234413965,-0.0602094240837696,-0.00268096514745308
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,47,Accounting,-0.128571428571428,-0.0812182741116751,-0.0578947368421052,-0.0491803278688525,-0.0338983050847457
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,50,Architecture & Planning,-0.0518518518518518,-0.0373134328358208,-0.0227272727272727,-0.0303030303030302,-0.0150375939849624
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,70,Research,-0.142857142857142,-0.134020618556701,-0.174757281553398,-0.147058823529411,-0.0217391304347825
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,80,Marketing & Advertising,-0.0762564991334489,-0.0347349177330895,0,-0.015817223198594,-0.00342465753424658
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,86,Environmental Services,0.0289855072463767,0.0298507462686568,0.0144927536231884,-0.0273972602739726,-0.0277777777777777
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,99,Design,-0.107843137254901,-0.0210526315789473,-0.0729166666666666,0,-0.0108695652173913
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,108,Translation & Localization,-0.054054054054054,-0.142857142857142,-0.0853658536585365,-0.0588235294117647,-0.0229885057471264
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,110,Events Services,-0.123456790123456,-0.0999999999999999,-0.0799999999999999,0.0142857142857142,0.0571428571428571
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,-0.0599369085173501,-0.0361842105263158,-0.0269360269360269,0,-0.038095238095238
al,Albania,Europe & Central Asia,Upper middle income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,0.0520833333333332,0.1,0.223529411764705,0.152173913043478,0.0769230769230768
al,Albania,Europe & Central Asia,Upper middle income,R,"Arts, entertainment and recreation",28,Entertainment,-0.0999999999999999,-0.0202020202020202,-0.0594059405940594,-0.0425531914893616,0
al,Albania,Europe & Central Asia,Upper middle income,R,"Arts, entertainment and recreation",33,Sports,0.086021505376344,-0.0421052631578947,-0.0229885057471264,0.0481927710843372,0.0595238095238095
al,Albania,Europe & Central Asia,Upper middle income,R,"Arts, entertainment and recreation",124,"Health, Wellness & Fitness",0,-0.0277777777777777,0.0192307692307691,0.0291262135922329,0
am,Armenia,Europe & Central Asia,Upper middle income,B,Mining and quarrying,56,Mining & Metals,-0.0394736842105263,0.0133333333333334,0.0256410256410255,-0.0240963855421686,0
am,Armenia,Europe & Central Asia,Upper middle income,B,Mining and quarrying,57,Oil & Energy,0.0759493670886075,0.0506329113924051,0.0121951219512195,0.0121951219512195,0.0379746835443037
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,15,Pharmaceuticals,-0.0320855614973262,-0.0327868852459016,-0.0263157894736841,-0.0256410256410256,-0.0248756218905472
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,23,Food Production,-0.0109890109890109,-0.108695652173913,0.0249999999999999,-0.0379746835443037,0.0129870129870128
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,52,Aviation & Aerospace,0.0285714285714284,0.056338028169014,0.0138888888888888,-0.0547945205479452,-0.0285714285714285
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,53,Automotive,0.103448275862068,0.170731707317073,0.0549450549450549,0.076086956521739,0.0416666666666667
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-0.0684931506849315,-0.0514705882352941,-0.0725806451612903,-0.0175438596491228,-0.00854700854700851
am,Armenia,Europe & Central Asia,Upper middle income,C,Manufacturing,147,Industrial Automation,-0.0344827586206896,0.135593220338983,0.10958904109589,-0.109756097560975,-0.0253164556962025
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,4,Computer Software,-0.0808988764044943,-0.0253846153846153,-0.0272660280029476,-0.0286123032904148,0.0212765957446807
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,6,Internet,0.0793103448275862,-0.0354838709677419,0.0128617363344052,-0.0120845921450151,-0.0170454545454545
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,8,Telecommunications,-0.0579915134370579,-0.0312267657992565,-0.0544776119402985,-0.0575594781273983,-0.0325914149443561
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,35,Motion Pictures & Film,-0.0357142857142857,-0.037037037037037,-0.037037037037037,-0.0185185185185184,0.0188679245283018
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,36,Broadcast Media,0.0952380952380953,0.0806451612903225,0.032258064516129,0.0169491525423728,-0.0169491525423728
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,96,Information Technology & Services,-0.0227272727272727,-0.0406816932380428,-0.0168021680216802,0.00466321243523326,0.0247813411078716
am,Armenia,Europe & Central Asia,Upper middle income,J,Information and communication,126,Media Production,-0.0807453416149068,0.00684931506849317,-0.0264900662251655,-0.0460526315789473,-0.0408163265306122
