"","country_code","country_name","wb_income","wb_region","isic_section_index","isic_section_name","industry_id","industry_name","Year","Net_Migration"
"24","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",6,"Internet",2018,852.39
"25","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",6,"Internet",2019,519.4
"26","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",8,"Telecommunications",2015,676.91
"27","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",8,"Telecommunications",2016,676.11
"28","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",8,"Telecommunications",2017,365.96
"29","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",8,"Telecommunications",2018,283.59
"30","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",8,"Telecommunications",2019,281.91
"31","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",9,"Law Practice",2015,694.5
"32","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",9,"Law Practice",2016,529.5
"33","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",9,"Law Practice",2017,362.83
"34","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",9,"Law Practice",2018,356.56
"35","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",9,"Law Practice",2019,147.83
"36","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",10,"Legal Services",2015,661.1
"37","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",10,"Legal Services",2016,665.65
"38","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",10,"Legal Services",2017,462.3
"39","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",10,"Legal Services",2018,475.62
"40","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",10,"Legal Services",2019,255.21
"41","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",11,"Management Consulting",2015,982.85
"42","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",11,"Management Consulting",2016,694.25
"43","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",11,"Management Consulting",2017,520.28
"44","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",11,"Management Consulting",2018,574.6
"45","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",11,"Management Consulting",2019,406.03
"46","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",12,"Biotechnology",2015,1230.17
"47","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",12,"Biotechnology",2016,846.28
"48","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",12,"Biotechnology",2017,500.77
"49","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",12,"Biotechnology",2018,205.78
"50","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",12,"Biotechnology",2019,513.23
"51","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",13,"Medical Practice",2015,674.12
"52","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",13,"Medical Practice",2016,449.37
"53","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",13,"Medical Practice",2017,368.32
"54","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",13,"Medical Practice",2018,266.66
"55","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",13,"Medical Practice",2019,136.06
"56","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",14,"Hospital & Health Care",2015,784.47
"57","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",14,"Hospital & Health Care",2016,663.06
"58","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",14,"Hospital & Health Care",2017,475.39
"59","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",14,"Hospital & Health Care",2018,373.26
"60","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",14,"Hospital & Health Care",2019,268.67
"61","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",15,"Pharmaceuticals",2015,893.55
"62","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",15,"Pharmaceuticals",2016,714.75
"63","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",15,"Pharmaceuticals",2017,473.6
"64","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",15,"Pharmaceuticals",2018,515.47
"65","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",15,"Pharmaceuticals",2019,396.71
"66","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",17,"Medical Device",2015,885
"67","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",17,"Medical Device",2016,1034.07
"68","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",17,"Medical Device",2017,543.44
"69","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",17,"Medical Device",2018,415.49
"70","ae","United Arab Emirates","High income","Middle East & North Africa","Q","Human health and social work activities",17,"Medical Device",2019,183.75
"71","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2015,928.04
"72","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2016,689.92
"73","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2017,428.23
"74","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2018,278.95
"75","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2019,157.01
"76","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2015,912.57
"77","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2016,692.7
"78","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2017,608.16
"79","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2018,167.82
"80","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2019,180.2
"81","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",20,"Sporting Goods",2015,843.99
"82","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",20,"Sporting Goods",2016,543.19
"83","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",20,"Sporting Goods",2017,308.1
"84","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",20,"Sporting Goods",2018,11.09
"85","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",20,"Sporting Goods",2019,80.42
"86","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",21,"Tobacco",2015,1377.42
"87","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",21,"Tobacco",2016,1000.15
"88","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",21,"Tobacco",2017,870.1
"89","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",21,"Tobacco",2018,270.76
"90","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",21,"Tobacco",2019,525.36
"91","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",22,"Supermarkets",2015,386.54
"92","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",22,"Supermarkets",2016,543.52
"93","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",22,"Supermarkets",2017,257.02
"94","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",22,"Supermarkets",2018,107.09
"95","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",22,"Supermarkets",2019,185.34
"96","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",23,"Food Production",2015,848.27
"97","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",23,"Food Production",2016,387.07
"98","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",23,"Food Production",2017,292.73
"99","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",23,"Food Production",2018,235.68
"100","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",23,"Food Production",2019,161.95
"101","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",24,"Consumer Electronics",2015,645.01
"102","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",24,"Consumer Electronics",2016,400.17
"103","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",24,"Consumer Electronics",2017,298.71
"104","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",24,"Consumer Electronics",2018,161.29
"105","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",24,"Consumer Electronics",2019,70.82
"106","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",25,"Consumer Goods",2015,758.67
"107","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",25,"Consumer Goods",2016,609.74
"108","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",25,"Consumer Goods",2017,441.09
"109","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",25,"Consumer Goods",2018,234.38
"110","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",25,"Consumer Goods",2019,206.7
"111","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",26,"Furniture",2015,567.96
"112","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",26,"Furniture",2016,621
"113","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",26,"Furniture",2017,376.2
"114","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",26,"Furniture",2018,129.25
"115","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",26,"Furniture",2019,143.79
"116","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",27,"Retail",2015,542.11
"117","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",27,"Retail",2016,396.04
"118","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",27,"Retail",2017,260.42
"119","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",27,"Retail",2018,172.59
"120","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",27,"Retail",2019,113.73
"121","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",28,"Entertainment",2015,781.66
"122","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",28,"Entertainment",2016,664.85
"123","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",28,"Entertainment",2017,306.92
"124","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",28,"Entertainment",2018,115.3
"125","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",28,"Entertainment",2019,16.17
"126","ae","United Arab Emirates","High income","Middle East & North Africa","N","Administrative and support service activities",30,"Leisure, Travel & Tourism",2015,780.06
"127","ae","United Arab Emirates","High income","Middle East & North Africa","N","Administrative and support service activities",30,"Leisure, Travel & Tourism",2016,549.02
"128","ae","United Arab Emirates","High income","Middle East & North Africa","N","Administrative and support service activities",30,"Leisure, Travel & Tourism",2017,387.42
"129","ae","United Arab Emirates","High income","Middle East & North Africa","N","Administrative and support service activities",30,"Leisure, Travel & Tourism",2018,258.51
"130","ae","United Arab Emirates","High income","Middle East & North Africa","N","Administrative and support service activities",30,"Leisure, Travel & Tourism",2019,32.98
"131","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",31,"Hospitality",2015,523.45
"132","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",31,"Hospitality",2016,364.39
"133","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",31,"Hospitality",2017,229.1
"134","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",31,"Hospitality",2018,210.22
"135","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",31,"Hospitality",2019,80.33
"136","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",32,"Restaurants",2015,643.85
"137","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",32,"Restaurants",2016,519.81
"138","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",32,"Restaurants",2017,225.6
"139","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",32,"Restaurants",2018,145.37
"140","ae","United Arab Emirates","High income","Middle East & North Africa","I","Accommodation and food service activities",32,"Restaurants",2019,61.24
"141","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",33,"Sports",2015,891.24
"142","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",33,"Sports",2016,611.81
"143","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",33,"Sports",2017,344.94
"144","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",33,"Sports",2018,322.04
"145","ae","United Arab Emirates","High income","Middle East & North Africa","R","Arts, entertainment and recreation",33,"Sports",2019,144.63
"146","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",34,"Food & Beverages",2015,712.15
"147","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",34,"Food & Beverages",2016,559.44
"148","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",34,"Food & Beverages",2017,270.81
"149","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",34,"Food & Beverages",2018,224.08
"150","ae","United Arab Emirates","High income","Middle East & North Africa","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",34,"Food & Beverages",2019,178.22
"151","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",35,"Motion Pictures & Film",2015,559.91
"152","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",35,"Motion Pictures & Film",2016,432.46
"153","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",35,"Motion Pictures & Film",2017,47.45
"154","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",35,"Motion Pictures & Film",2018,216.44
"155","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",35,"Motion Pictures & Film",2019,58.37
"156","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",36,"Broadcast Media",2015,383.57
"157","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",36,"Broadcast Media",2016,415.19
"158","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",36,"Broadcast Media",2017,242.28
"159","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",36,"Broadcast Media",2018,73.32
"160","ae","United Arab Emirates","High income","Middle East & North Africa","J","Information and communication",36,"Broadcast Media",2019,24.18
"161","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",41,"Banking",2015,643.59
"162","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",41,"Banking",2016,331.78
"163","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",41,"Banking",2017,187.54
"164","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",41,"Banking",2018,192.42
"165","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",41,"Banking",2019,168.36
"166","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",42,"Insurance",2015,676.43
"167","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",42,"Insurance",2016,598.9
"168","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",42,"Insurance",2017,380.91
"169","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",42,"Insurance",2018,237.29
"170","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",42,"Insurance",2019,200.42
"171","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",43,"Financial Services",2015,782.88
"172","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",43,"Financial Services",2016,568.14
"173","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",43,"Financial Services",2017,386.36
"174","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",43,"Financial Services",2018,335.97
"175","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",43,"Financial Services",2019,214.59
"176","ae","United Arab Emirates","High income","Middle East & North Africa","L","Real estate activities",44,"Real Estate",2015,663.11
"177","ae","United Arab Emirates","High income","Middle East & North Africa","L","Real estate activities",44,"Real Estate",2016,533.08
"178","ae","United Arab Emirates","High income","Middle East & North Africa","L","Real estate activities",44,"Real Estate",2017,398.37
"179","ae","United Arab Emirates","High income","Middle East & North Africa","L","Real estate activities",44,"Real Estate",2018,229.11
"180","ae","United Arab Emirates","High income","Middle East & North Africa","L","Real estate activities",44,"Real Estate",2019,109.69
"181","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",45,"Investment Banking",2015,704.44
"182","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",45,"Investment Banking",2016,295.18
"183","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",45,"Investment Banking",2017,453.27
"184","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",45,"Investment Banking",2018,200.85
"185","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",45,"Investment Banking",2019,39.06
"186","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",46,"Investment Management",2015,545.68
"187","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",46,"Investment Management",2016,399.82
"188","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",46,"Investment Management",2017,153.98
"189","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",46,"Investment Management",2018,231.47
"190","ae","United Arab Emirates","High income","Middle East & North Africa","K","Financial and insurance activities",46,"Investment Management",2019,137.85
"191","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",47,"Accounting",2015,1308.05
"192","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",47,"Accounting",2016,1261.62
"193","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",47,"Accounting",2017,1044.37
"194","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",47,"Accounting",2018,1187.61
"195","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",47,"Accounting",2019,642.06
"196","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",48,"Construction",2015,480.54
"197","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",48,"Construction",2016,429.26
"198","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",48,"Construction",2017,376.41
"199","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",48,"Construction",2018,319.41
"200","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",48,"Construction",2019,178.56
"201","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",49,"Building Materials",2015,527.05
"202","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",49,"Building Materials",2016,484.71
"203","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",49,"Building Materials",2017,311.88
"204","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",49,"Building Materials",2018,208.46
"205","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",49,"Building Materials",2019,138.16
"206","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",50,"Architecture & Planning",2015,773.34
"207","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",50,"Architecture & Planning",2016,624.06
"208","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",50,"Architecture & Planning",2017,413.78
"209","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",50,"Architecture & Planning",2018,343.59
"210","ae","United Arab Emirates","High income","Middle East & North Africa","M","Professional scientific and technical activities",50,"Architecture & Planning",2019,98.95
"211","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",51,"Civil Engineering",2015,517.71
"212","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",51,"Civil Engineering",2016,349.04
"213","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",51,"Civil Engineering",2017,242.11
"214","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",51,"Civil Engineering",2018,222.11
"215","ae","United Arab Emirates","High income","Middle East & North Africa","F","Construction",51,"Civil Engineering",2019,167.22
"216","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",52,"Aviation & Aerospace",2015,843.2
"217","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",52,"Aviation & Aerospace",2016,600.87
"218","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",52,"Aviation & Aerospace",2017,324.49
"219","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",52,"Aviation & Aerospace",2018,69.5
"220","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",52,"Aviation & Aerospace",2019,6.45
"221","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",53,"Automotive",2015,697.89
"222","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",53,"Automotive",2016,578.5
"223","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",53,"Automotive",2017,390.21
"224","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",53,"Automotive",2018,203.93
"225","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",53,"Automotive",2019,162.63
"226","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",54,"Chemicals",2015,778.56
"227","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",54,"Chemicals",2016,557.01
"228","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",54,"Chemicals",2017,406.09
"229","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",54,"Chemicals",2018,265.75
"230","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",54,"Chemicals",2019,115.33
"231","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",55,"Machinery",2015,601.11
"232","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",55,"Machinery",2016,678.46
"233","ae","United Arab Emirates","High income","Middle East & North Africa","C","Manufacturing",55,"Machinery",2017,417.03
