"","base_country_code","base_country_name","base_lat","base_long","base_country_wb_income","base_country_wb_region","target_country_code","target_country_name","target_lat","target_long","target_country_wb_income","target_country_wb_region","Year","Net_Migration"
"12","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa",2016,0.04
"13","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa",2017,0.11
"14","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa",2018,-0.02
"15","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa",2019,-0.06
"16","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean",2015,0.16
"17","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean",2016,0.18
"18","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean",2017,0.04
"19","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean",2018,0.01
"20","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean",2019,0.23
"21","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia",2015,0.1
"22","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia",2016,0.05
"23","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia",2017,0.03
"24","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia",2018,-0.01
"25","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia",2019,0.02
"26","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","au","Australia",-25.274398,133.775136,"High Income","East Asia & Pacific",2015,-1.06
"27","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","au","Australia",-25.274398,133.775136,"High Income","East Asia & Pacific",2016,-3.31
"28","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","au","Australia",-25.274398,133.775136,"High Income","East Asia & Pacific",2017,-4.01
"29","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","au","Australia",-25.274398,133.775136,"High Income","East Asia & Pacific",2018,-4.58
"30","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","au","Australia",-25.274398,133.775136,"High Income","East Asia & Pacific",2019,-4.09
"31","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","at","Austria",47.516231,14.550072,"High Income","Europe & Central Asia",2015,0.11
"32","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","at","Austria",47.516231,14.550072,"High Income","Europe & Central Asia",2016,-0.08
"33","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","at","Austria",47.516231,14.550072,"High Income","Europe & Central Asia",2017,-0.07
"34","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","at","Austria",47.516231,14.550072,"High Income","Europe & Central Asia",2018,-0.05
"35","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","at","Austria",47.516231,14.550072,"High Income","Europe & Central Asia",2019,-0.16
"36","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","az","Azerbaijan",40.143105,47.576927,"Upper Middle Income","Europe & Central Asia",2015,0.24
"37","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","az","Azerbaijan",40.143105,47.576927,"Upper Middle Income","Europe & Central Asia",2016,0.25
"38","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","az","Azerbaijan",40.143105,47.576927,"Upper Middle Income","Europe & Central Asia",2017,0.1
"39","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","az","Azerbaijan",40.143105,47.576927,"Upper Middle Income","Europe & Central Asia",2018,0.05
"40","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","az","Azerbaijan",40.143105,47.576927,"Upper Middle Income","Europe & Central Asia",2019,0.04
"41","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bh","Bahrain",25.930414,50.637772,"High Income","Middle East & North Africa",2015,0.9
"42","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bh","Bahrain",25.930414,50.637772,"High Income","Middle East & North Africa",2016,0.89
"43","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bh","Bahrain",25.930414,50.637772,"High Income","Middle East & North Africa",2017,0.38
"44","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bh","Bahrain",25.930414,50.637772,"High Income","Middle East & North Africa",2018,-0.07
"45","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bh","Bahrain",25.930414,50.637772,"High Income","Middle East & North Africa",2019,0.15
"46","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bd","Bangladesh",23.684994,90.356331,"Lower Middle Income","South Asia",2015,-0.21
"47","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bd","Bangladesh",23.684994,90.356331,"Lower Middle Income","South Asia",2016,-0.21
"48","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bd","Bangladesh",23.684994,90.356331,"Lower Middle Income","South Asia",2017,-0.26
"49","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bd","Bangladesh",23.684994,90.356331,"Lower Middle Income","South Asia",2018,-0.18
"50","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bd","Bangladesh",23.684994,90.356331,"Lower Middle Income","South Asia",2019,-0.04
"51","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia",2015,0.12
"52","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia",2016,0.12
"53","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia",2017,0.11
"54","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia",2018,0.12
"55","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","by","Belarus",53.709807,27.953389,"Upper Middle Income","Europe & Central Asia",2019,0.1
"56","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia",2015,0.51
"57","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia",2016,0.22
"58","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia",2017,-0.01
"59","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia",2018,-0.09
"60","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia",2019,-0.06
"61","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean",2015,0.81
"62","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean",2016,0.78
"63","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean",2017,0.63
"64","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean",2018,0.9
"65","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean",2019,0.99
"66","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bg","Bulgaria",42.733883,25.48583,"Upper Middle Income","Europe & Central Asia",2015,0.17
"67","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bg","Bulgaria",42.733883,25.48583,"Upper Middle Income","Europe & Central Asia",2016,0.09
"68","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bg","Bulgaria",42.733883,25.48583,"Upper Middle Income","Europe & Central Asia",2017,-0.07
"69","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bg","Bulgaria",42.733883,25.48583,"Upper Middle Income","Europe & Central Asia",2018,-0.02
"70","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","bg","Bulgaria",42.733883,25.48583,"Upper Middle Income","Europe & Central Asia",2019,-0.04
"71","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cm","Cameroon",7.369722,12.354722,"Lower Middle Income","Sub-Saharan Africa",2015,0.2
"72","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cm","Cameroon",7.369722,12.354722,"Lower Middle Income","Sub-Saharan Africa",2016,0.13
"73","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cm","Cameroon",7.369722,12.354722,"Lower Middle Income","Sub-Saharan Africa",2017,0.2
"74","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cm","Cameroon",7.369722,12.354722,"Lower Middle Income","Sub-Saharan Africa",2018,0.29
"75","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cm","Cameroon",7.369722,12.354722,"Lower Middle Income","Sub-Saharan Africa",2019,0.29
"76","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ca","Canada",56.130366,-106.346771,"High Income","North America",2015,-2.96
"77","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ca","Canada",56.130366,-106.346771,"High Income","North America",2016,-4.64
"78","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ca","Canada",56.130366,-106.346771,"High Income","North America",2017,-6.03
"79","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ca","Canada",56.130366,-106.346771,"High Income","North America",2018,-8.13
"80","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ca","Canada",56.130366,-106.346771,"High Income","North America",2019,-8.89
"81","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cl","Chile",-35.675147,-71.542969,"High Income","Latin America & Caribbean",2015,0.02
"82","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cl","Chile",-35.675147,-71.542969,"High Income","Latin America & Caribbean",2016,0.02
"83","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cl","Chile",-35.675147,-71.542969,"High Income","Latin America & Caribbean",2017,-0.02
"84","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cl","Chile",-35.675147,-71.542969,"High Income","Latin America & Caribbean",2018,0.01
"85","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cl","Chile",-35.675147,-71.542969,"High Income","Latin America & Caribbean",2019,0.02
"86","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific",2015,0.86
"87","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific",2016,0.99
"88","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific",2017,0.26
"89","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific",2018,0.24
"90","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific",2019,0.45
"91","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","co","Colombia",4.570868,-74.297333,"Upper Middle Income","Latin America & Caribbean",2015,0.02
"92","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","co","Colombia",4.570868,-74.297333,"Upper Middle Income","Latin America & Caribbean",2016,0.22
"93","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","co","Colombia",4.570868,-74.297333,"Upper Middle Income","Latin America & Caribbean",2017,0.14
"94","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","co","Colombia",4.570868,-74.297333,"Upper Middle Income","Latin America & Caribbean",2018,0.15
"95","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","co","Colombia",4.570868,-74.297333,"Upper Middle Income","Latin America & Caribbean",2019,0.13
"96","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hr","Croatia",45.1,15.2,"High Income","Europe & Central Asia",2015,0.16
"97","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hr","Croatia",45.1,15.2,"High Income","Europe & Central Asia",2016,0.13
"98","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hr","Croatia",45.1,15.2,"High Income","Europe & Central Asia",2017,0.04
"99","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hr","Croatia",45.1,15.2,"High Income","Europe & Central Asia",2018,0.02
"100","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hr","Croatia",45.1,15.2,"High Income","Europe & Central Asia",2019,-0.03
"101","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cy","Cyprus",35.126413,33.429859,"High Income","Europe & Central Asia",2015,0.14
"102","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cy","Cyprus",35.126413,33.429859,"High Income","Europe & Central Asia",2016,-0.04
"103","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cy","Cyprus",35.126413,33.429859,"High Income","Europe & Central Asia",2017,-0.03
"104","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cy","Cyprus",35.126413,33.429859,"High Income","Europe & Central Asia",2018,-0.08
"105","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cy","Cyprus",35.126413,33.429859,"High Income","Europe & Central Asia",2019,-0.05
"106","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cz","Czech Republic",49.817492,15.472962,"High Income","Europe & Central Asia",2015,0.24
"107","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cz","Czech Republic",49.817492,15.472962,"High Income","Europe & Central Asia",2016,0.09
"108","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cz","Czech Republic",49.817492,15.472962,"High Income","Europe & Central Asia",2017,-0.07
"109","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cz","Czech Republic",49.817492,15.472962,"High Income","Europe & Central Asia",2018,-0.15
"110","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","cz","Czech Republic",49.817492,15.472962,"High Income","Europe & Central Asia",2019,-0.04
"111","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","dk","Denmark",56.26392,9.501785,"High Income","Europe & Central Asia",2015,0.13
"112","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","dk","Denmark",56.26392,9.501785,"High Income","Europe & Central Asia",2016,-0.07
"113","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","dk","Denmark",56.26392,9.501785,"High Income","Europe & Central Asia",2017,-0.16
"114","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","dk","Denmark",56.26392,9.501785,"High Income","Europe & Central Asia",2018,-0.27
"115","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","dk","Denmark",56.26392,9.501785,"High Income","Europe & Central Asia",2019,-0.22
"116","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","eg","Egypt, Arab Rep.",26.820553,30.802498,"Lower Middle Income","Middle East & North Africa",2015,9.2
"117","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","eg","Egypt, Arab Rep.",26.820553,30.802498,"Lower Middle Income","Middle East & North Africa",2016,9.9
"118","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","eg","Egypt, Arab Rep.",26.820553,30.802498,"Lower Middle Income","Middle East & North Africa",2017,8.95
"119","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","eg","Egypt, Arab Rep.",26.820553,30.802498,"Lower Middle Income","Middle East & North Africa",2018,8.86
"120","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","eg","Egypt, Arab Rep.",26.820553,30.802498,"Lower Middle Income","Middle East & North Africa",2019,6.1
"121","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","et","Ethiopia",9.145,40.489673,"Low Income","Sub-Saharan Africa",2015,0.11
"122","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","et","Ethiopia",9.145,40.489673,"Low Income","Sub-Saharan Africa",2016,0.03
"123","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","et","Ethiopia",9.145,40.489673,"Low Income","Sub-Saharan Africa",2017,0.02
"124","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","et","Ethiopia",9.145,40.489673,"Low Income","Sub-Saharan Africa",2018,-0.02
"125","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","et","Ethiopia",9.145,40.489673,"Low Income","Sub-Saharan Africa",2019,0.08
"126","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fi","Finland",61.92411,25.748151,"High Income","Europe & Central Asia",2015,0.07
"127","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fi","Finland",61.92411,25.748151,"High Income","Europe & Central Asia",2016,0.04
"128","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fi","Finland",61.92411,25.748151,"High Income","Europe & Central Asia",2017,-0.05
"129","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fi","Finland",61.92411,25.748151,"High Income","Europe & Central Asia",2018,-0.15
"130","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fi","Finland",61.92411,25.748151,"High Income","Europe & Central Asia",2019,-0.13
"131","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia",2015,3.19
"132","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia",2016,1.51
"133","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia",2017,0.53
"134","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia",2018,-0.08
"135","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia",2019,0.97
"136","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ge","Georgia",42.315407,43.356892,"Lower Middle Income","Europe & Central Asia",2015,0.05
"137","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ge","Georgia",42.315407,43.356892,"Lower Middle Income","Europe & Central Asia",2016,-0.02
"138","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ge","Georgia",42.315407,43.356892,"Lower Middle Income","Europe & Central Asia",2017,-0.01
"139","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ge","Georgia",42.315407,43.356892,"Lower Middle Income","Europe & Central Asia",2018,-0.01
"140","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ge","Georgia",42.315407,43.356892,"Lower Middle Income","Europe & Central Asia",2019,-0.08
"141","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia",2015,0.15
"142","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia",2016,-0.81
"143","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia",2017,-1.22
"144","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia",2018,-1.75
"145","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia",2019,-1.74
"146","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gh","Ghana",7.946527,-1.023194,"Lower Middle Income","Sub-Saharan Africa",2015,0.38
"147","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gh","Ghana",7.946527,-1.023194,"Lower Middle Income","Sub-Saharan Africa",2016,0.29
"148","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gh","Ghana",7.946527,-1.023194,"Lower Middle Income","Sub-Saharan Africa",2017,0.3
"149","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gh","Ghana",7.946527,-1.023194,"Lower Middle Income","Sub-Saharan Africa",2018,0.28
"150","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gh","Ghana",7.946527,-1.023194,"Lower Middle Income","Sub-Saharan Africa",2019,0.37
"151","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gr","Greece",39.074208,21.824312,"High Income","Europe & Central Asia",2015,0.43
"152","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gr","Greece",39.074208,21.824312,"High Income","Europe & Central Asia",2016,0.34
"153","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gr","Greece",39.074208,21.824312,"High Income","Europe & Central Asia",2017,0.09
"154","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gr","Greece",39.074208,21.824312,"High Income","Europe & Central Asia",2018,-0.03
"155","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gr","Greece",39.074208,21.824312,"High Income","Europe & Central Asia",2019,-0.12
"156","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hk","Hong Kong SAR, China",22.396428,114.109497,"High Income","East Asia & Pacific",2015,0.17
"157","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hk","Hong Kong SAR, China",22.396428,114.109497,"High Income","East Asia & Pacific",2016,-0.07
"158","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hk","Hong Kong SAR, China",22.396428,114.109497,"High Income","East Asia & Pacific",2017,-0.14
"159","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hk","Hong Kong SAR, China",22.396428,114.109497,"High Income","East Asia & Pacific",2018,-0.14
"160","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hk","Hong Kong SAR, China",22.396428,114.109497,"High Income","East Asia & Pacific",2019,-0.12
"161","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hu","Hungary",47.162494,19.503304,"High Income","Europe & Central Asia",2015,0.12
"162","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hu","Hungary",47.162494,19.503304,"High Income","Europe & Central Asia",2016,0.05
"163","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hu","Hungary",47.162494,19.503304,"High Income","Europe & Central Asia",2017,-0.03
"164","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hu","Hungary",47.162494,19.503304,"High Income","Europe & Central Asia",2018,-0.11
"165","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","hu","Hungary",47.162494,19.503304,"High Income","Europe & Central Asia",2019,-0.07
"166","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","in","India",20.593684,78.96288,"Lower Middle Income","South Asia",2015,91.75
